symbol,date,open,high,low,close,volume,gain_percent,days_up,prior_gain
PDYN,2024-11-26,4.165,7.32,4.165,7.32,309165,75.75030012004802,1,132.68156424581002
HTT,2024-11-26,2.29,3.095,2.29,3.02,70412,31.877729257641917,1,-6.530612244897959
VCIG,2024-11-27,2.49,7.72,2.37,4.14,544156,66.26506024096383,1,30.36649214659688
OTLK,2024-11-27,0.9689,2.205,0.88,1.7,200315,75.45670347817112,1,-81.68431001890359
UMAC,2024-11-29,14.195,19.48,12.96,18.56,407836,30.750264177527285,1,275.0330250990753
PPBT,2024-12-02,4.88,13.93,4.34,8.27,274921,69.4672131147541,5,123.8532110091743
SNTI,2024-12-02,7.08,16.94,6.57,10.14,881064,43.220338983050844,1,226.2672811059908
JYD,2024-12-03,0.8098,1.28,0.8098,1.08,77903,33.3662632748827,1,-26.381818181818197
BBAI,2024-12-03,2.17,2.92,2.15,2.84,1256628,30.87557603686635,1,-3.125000000000011
PSQH,2024-12-03,4.43,7.74,3.6,7.67,1108176,73.13769751693002,1,110.9523809523809
MIGI,2024-12-05,0.9,1.44,0.9,1.33,312413,47.777777777777786,1,-56.730769230769226
ADCT,2024-12-06,2.045,3.16,2.03,3.13,198901,53.05623471882641,1,-15.145228215767649
GXAI,2024-12-06,1.99,3.61,1.88,2.59,301040,30.15075376884422,3,54.26356589147285
UAMY,2024-12-06,1.38,1.91,1.345,1.9,167601,37.681159420289866,2,81.50729975009862
QSI,2024-12-09,1.41,2.13,1.41,1.97,418140,39.7163120567376,2,22.608695652173914
GXAI,2024-12-10,3.69,7.49,3.66,5.06,465718,37.127371273712725,5,212.71186440677968
RGTI,2024-12-10,4.285,6.88,4.28,6.5,2555257,51.69194865810969,1,36.900958466453694
CDIO,2024-12-10,0.8211,1.16,0.8151,1.08,87644,31.53087321885275,4,172.51908396946564
CDIO,2024-12-11,1.11,1.635,1.1,1.5,99759,35.13513513513513,5,279.3574846206425
HIMX,2024-12-12,6.605,9.8,6.605,9.8,327254,48.37244511733536,1,7.050243111831445
WKEY,2024-12-13,3.3,8.335,3.3,7.84,409590,137.5757575757576,2,62.5615763546798
BZUN,2024-12-16,2.77,3.77,2.77,3.72,197717,34.29602888086642,1,-4.482758620689653
OPTX,2024-12-16,0.9902,1.99,0.9902,1.77,60010,78.75176731973339,1,6.473118279569889
WKEY,2024-12-16,9.17,13.97,9.02,11.95,343674,30.31624863685931,3,316.8181818181818
RMNI,2024-12-16,1.99,2.72,1.965,2.64,96826,32.66331658291457,1,-2.9268292682926744
SIDU,2024-12-16,2.24,6.79,2.05,4.66,896565,108.03571428571428,2,65.31365313653139
RZLV,2024-12-17,2.175,4.0,2.175,3.265,436981,50.114942528735654,1,13.28125
DFNS,2024-12-17,2.205,17.65,1.84,11.85,957943,437.41496598639446,1,45.065789473684205
KULR,2024-12-18,1.49,2.63,1.475,2.075,1317176,39.26174496644297,1,21.63265306122448
GGRP,2024-12-18,1.985,3.19,1.9,3.17,169354,59.69773299748109,4,29.738562091503272
PLRZ,2024-12-18,2.48,4.79,2.44,3.27,239860,31.854838709677423,1,153.57873210633946
QUBT,2024-12-18,19.215,27.1,17.65,25.6,2083533,33.22924798334634,4,200.23437499999997
PRFX,2024-12-19,5.34,16.52,4.71,10.95,594292,105.05617977528088,1,82.87671232876713
PSNL,2024-12-19,3.84,5.3,3.83,5.245,138291,36.58854166666667,1,7.2625698324022325
OPTX,2024-12-20,2.015,4.45,1.92,3.5,256344,73.69727047146401,1,104.46473871131406
NVNI,2024-12-20,5.84,12.11,3.22,8.39,195185,43.66438356164384,2,1197.4894467896024
CTEV,2024-12-24,6.9,13.195,6.9,12.17,69980,76.37681159420289,1,-1.849217638691325
PDYN,2024-12-24,3.74,5.2,3.66,4.935,268751,31.951871657753994,1,5.9490084985835745
BAOS,2024-12-24,2.96,13.45,2.96,6.92,253467,133.78378378378378,1,88.53503184713374
ABAT,2024-12-24,1.975,2.93,1.975,2.6,233958,31.645569620253156,1,127.37738890168089
HOUR,2024-12-24,2.07,6.88,1.775,4.39,438831,112.07729468599035,2,41.78082191780821
KULR,2024-12-26,3.505,4.935,3.43,4.78,1365932,36.37660485021399,2,68.91566265060239
BCG,2024-12-26,2.2,5.975,2.2,3.12,90345,41.81818181818182,1,-14.728682170542628
LAES,2024-12-26,5.21,9.265,5.1,8.74,1170107,67.75431861804225,1,123.60515021459229
QSI,2024-12-26,1.3,2.38,1.265,2.15,1454794,65.38461538461537,1,2.3622047244094446
KITT,2024-12-26,1.2,1.78,1.17,1.78,96917,48.33333333333334,5,31.723380900109753
MVST,2024-12-26,1.875,2.65,1.86,2.535,433159,35.20000000000001,1,63.04347826086958
SES,2024-12-26,1.01,1.89,0.9001,1.415,638150,40.09900990099009,2,154.6004537433829
CTM,2024-12-26,0.8001,1.71,0.6701,1.37,541018,71.22859642544684,2,161.12924281984334
AMPG,2024-12-26,3.71,5.4,3.37,5.19,205239,39.89218328840971,4,67.1171171171171
HOVR,2024-12-26,0.7152,1.425,0.7152,1.145,73726,60.0950782997763,1,9.861751152073728
AIRE,2024-12-26,1.935,4.42,1.76,3.57,417928,84.49612403100775,2,65.3846153846154
HOLO,2024-12-27,1.705,2.4,1.66,2.4,375228,40.76246334310849,4,23.550724637681174
PDYN,2024-12-27,8.8,14.025,8.5,11.75,501109,33.52272727272727,3,181.60000000000002
HOLO,2024-12-30,4.52,7.76,3.44,6.4,720995,41.59292035398232,5,245.03816793893125
INTZ,2024-12-30,4.305,7.28,4.25,5.64,710619,31.010452961672485,4,917.7304964539006
RVSN,2024-12-30,1.42,2.675,1.385,2.45,284934,72.53521126760565,1,187.97404177651595
AERT,2024-12-30,1.045,2.63,1.045,1.38,87649,32.057416267942585,1,49.77784147914577
WATT,2024-12-30,1.24,2.7,1.055,2.7,754007,117.741935483871,1,321.76870748299325
XPON,2024-12-30,2.09,2.98,2.09,2.78,66644,33.01435406698565,1,-1.8779342723004744
IDAI,2024-12-30,0.6718,1.25,0.6718,1.18,123152,75.64751414111343,1,94.78109596984632
FFAI,2024-12-30,2.285,3.24,2.2,3.135,1022190,37.199124726476995,4,96.137339055794
